poi_id,city_id,name,category_id,poi_category,lat,lng,typical_duration_minutes,entry_cost,currency,carbon_kg,popularity_score,value_score,opens_at,closes_at,closed_days,best_season,accessibility,tags,description,has_xr_scene,status,updated_at
poi_fcf3ec8d,cty_9aa02925,Ayurveda Centre,cat_7073a53a,wellness,4.118672,73.571284,240,222.00,MVR,0.205,47,56,09:00,19:00,,,partial,"family_friendly,photogenic,ticketed,sunrise",Busiest between ten and one. Come at opening or an hour before closing and it is a different place entirely.,0,active,2026-08-18T10:00:00+05:30
poi_09409c63,cty_7b89639e,City Walls Walk,cat_54243992,heritage,25.241131,55.228905,75,4.41,AED,1.323,82,66,06:00,17:00,,,partial,"quiet,sunset,unesco,indoor","Built in stages between the fourteenth and eighteenth centuries, it repays a slow visit; the brass door on the inner sanctum approach is easy to miss from the main path.",0,active,2026-08-18T10:00:00+05:30
poi_83533555,cty_7b89639e,Dubai Observatory,cat_c03ee00a,heritage,25.256197,55.194781,120,33.08,AED,3.464,64,37,08:00,17:00,6,winter,step_free,"guided_tour,indoor,crowded,ticketed","Small enough to see in an hour, dense enough to reward two. Signage is uneven, so a guide helps.",0,active,2026-08-18T10:00:00+05:30
poi_80512660,cty_7b89639e,Butterfly Reserve,cat_200acca0,wildlife,25.189671,55.191401,75,52.92,AED,2.625,62,100,06:00,21:00,,winter,step_free,"family_friendly,sunrise,crowded,quiet","Locals treat it as a park as much as a monument, which is worth knowing before you arrive expecting silence.",0,active,2026-08-18T10:00:00+05:30
poi_34992d1f,cty_7b89639e,Handloom Cooperative,cat_70320c9b,shopping,25.183159,55.199874,45,110.25,AED,1.126,69,67,09:00,21:00,,winter,none,"guided_tour,photogenic,ticketed,family_friendly","Built in stages between the fourteenth and eighteenth centuries, it repays a slow visit; the inscription on the north courtyard is easy to miss from the main path.",0,active,2026-08-18T10:00:00+05:30
poi_ca481e64,cty_7b89639e,Dubai Bazaar,cat_8c7f3fd2,shopping,25.165643,55.229097,150,22.05,AED,1.541,66,31,,21:00,0,winter,none,"local_favourite,indoor,family_friendly,guided_tour","Small enough to see in an hour, dense enough to reward two. Signage is uneven, so a guide helps.",0,active,2026-08-18T10:00:00+05:30
poi_33111021,cty_7b89639e,Dubai Observatory,cat_68482803,heritage,25.216615,55.348716,180,52.92,AED,0.805,68,66,06:00,19:00,,winter,partial,"quiet,photogenic,local_favourite,sunset",Busiest between ten and one. Come at opening or an hour before closing and it is a different place entirely.,0,active,2026-08-18T10:00:00+05:30
poi_34b126e7,cty_7b89639e,Cliff Walk,cat_87a6232b,nature,25.228476,55.255042,240,110.25,AED,1.956,45,53,,19:00,0,winter,partial,"local_favourite,guided_tour,outdoor,indoor","Built in stages between the fourteenth and eighteenth centuries, it repays a slow visit; the mirror work on the inner sanctum approach is easy to miss from the main path.",0,active,2026-08-18T10:00:00+05:30
poi_354a6a7e,cty_7b89639e,Butterfly Reserve,cat_200acca0,wildlife,25.219755,55.204257,120,52.92,AED,1.787,59,90,06:00,17:00,,winter,none,"sunrise,local_favourite,photogenic,family_friendly","Small enough to see in an hour, dense enough to reward two. Signage is uneven, so a guide helps.",0,active,2026-08-18T10:00:00+05:30
poi_2ef9dd71,cty_7b89639e,Dubai Bird Sanctuary,cat_6b229a53,wildlife,25.237546,55.308514,45,4.41,AED,0.377,37,74,10:00,17:00,6,winter,partial,"quiet,unesco,photogenic,ticketed","Built in stages between the fourteenth and eighteenth centuries, it repays a slow visit; the brass door on the north courtyard is easy to miss from the main path.",0,active,2026-08-18T10:00:00+05:30
poi_0b57a65c,cty_7b89639e,Rooftop Live Music,cat_ae5149e1,nightlife,25.219992,55.252053,75,8.82,AED,0.117,35,67,09:00,19:00,6,winter,step_free,"unesco,outdoor,ticketed,local_favourite","The step-well geometry is the reason most people come, but the riverside steps behind it is quieter and arguably better.",0,active,2026-08-18T10:00:00+05:30
poi_298b5ad9,cty_7b89639e,Riverside Lounge,cat_3ecd28b3,nightlife,25.269339,55.261456,75,110.25,AED,1.208,75,77,09:00,18:00,,,none,"ticketed,family_friendly,local_favourite,quiet","Locals treat it as a park as much as a monument, which is worth knowing before you arrive expecting silence.",0,active,2026-08-18T10:00:00+05:30
poi_8f09155f,cty_7b89639e,Dubai Street Food Lane,cat_260a51dc,food,25.176892,55.213142,75,2.21,AED,2.899,74,53,08:00,19:00,,winter,step_free,"sunrise,sunset,unesco,local_favourite","Locals treat it as a park as much as a monument, which is worth knowing before you arrive expecting silence.",0,active,2026-08-18T10:00:00+05:30
poi_425aeafb,cty_7b89639e,Hot Springs,cat_7073a53a,wellness,25.251774,55.208003,150,4.41,AED,2.037,68,61,10:00,21:00,,,step_free,"indoor,local_favourite,unesco,guided_tour","The tile mosaic is the reason most people come, but the colonnade behind it is quieter and arguably better.",0,active,2026-08-18T10:00:00+05:30
poi_ae95e1be,cty_7b89639e,Hot Springs,cat_7073a53a,wellness,25.267178,55.340954,60,22.05,AED,0.439,69,45,09:00,19:00,,winter,partial,"photogenic,ticketed,sunrise,crowded",Busiest between ten and one. Come at opening or an hour before closing and it is a different place entirely.,0,active,2026-08-18T10:00:00+05:30
poi_65d65d15,cty_7b89639e,Cooking Class at Old Town,cat_34ac5ade,food,25.187454,55.304118,60,0.00,AED,2.761,62,74,,17:00,1,,partial,"unesco,sunset,ticketed,guided_tour","Locals treat it as a park as much as a monument, which is worth knowing before you arrive expecting silence.",0,active,2026-08-18T10:00:00+05:30
poi_88179724,cty_1ced6ede,Riverside Lounge,cat_ae5149e1,nightlife,24.404137,54.394761,240,52.92,AED,0.261,65,46,10:00,18:00,1,winter,none,"unesco,quiet,sunrise,family_friendly","Locals treat it as a park as much as a monument, which is worth knowing before you arrive expecting silence.",0,active,2026-08-18T10:00:00+05:30
poi_76a11c20,cty_1ced6ede,Cycling Loop,cat_51e6a700,adventure,24.438085,54.30334,240,0.00,AED,1.601,79,67,09:00,17:00,,winter,none,"family_friendly,indoor,outdoor,sunset","The step-well geometry is the reason most people come, but the inner sanctum approach behind it is quieter and arguably better.",0,active,2026-08-18T10:00:00+05:30
poi_6a46e565,cty_1ced6ede,North Beach,cat_db94a794,beach,24.450513,54.301726,150,52.92,AED,0.294,40,77,09:00,,6,winter,step_free,"crowded,local_favourite,indoor,ticketed","Locals treat it as a park as much as a monument, which is worth knowing before you arrive expecting silence.",1,active,2026-08-18T10:00:00+05:30
poi_6ba7ee43,cty_1ced6ede,City Walls Walk,cat_fce0bd94,heritage,24.394257,54.436187,75,52.92,AED,0.129,76,73,,17:00,1,winter,partial,"outdoor,local_favourite,sunset,family_friendly","Built in stages between the fourteenth and eighteenth centuries, it repays a slow visit; the brass door on the rear terrace is easy to miss from the main path.",1,active,2026-08-18T10:00:00+05:30
poi_1b0e68c0,cty_1ced6ede,Abu Dhabi Street Food Lane,cat_34ac5ade,food,24.466735,54.456466,75,33.08,AED,0.729,90,58,,19:00,,winter,partial,"local_favourite,unesco,outdoor,guided_tour","The brass door is the reason most people come, but the north courtyard behind it is quieter and arguably better.",0,active,2026-08-18T10:00:00+05:30
poi_4c0e8968,cty_1ced6ede,Hot Air Balloon Field,cat_5c6b9b9e,adventure,24.410175,54.377215,120,33.08,AED,1.928,30,56,09:00,17:00,6,winter,partial,"guided_tour,unesco,photogenic,indoor","Restored in the 1990s with mixed results — the inner sanctum approach is authentic, the fresco panel is not.",0,active,2026-08-18T10:00:00+05:30
poi_6be08c1c,cty_1ced6ede,Antique Lane,cat_f2c80643,shopping,24.410826,54.377,240,4.41,AED,2.287,59,50,,19:00,,winter,step_free,"crowded,photogenic,sunrise,quiet","The fresco panel is the reason most people come, but the north courtyard behind it is quieter and arguably better.",0,active,2026-08-18T10:00:00+05:30
poi_ebbd9619,cty_1ced6ede,"Jazz Cellar, Abu Dhabi",cat_3ecd28b3,nightlife,24.462688,54.400752,240,15.44,AED,1.981,74,54,08:00,17:00,,winter,partial,"sunrise,photogenic,indoor,local_favourite","Locals treat it as a park as much as a monument, which is worth knowing before you arrive expecting silence.",0,active,2026-08-18T10:00:00+05:30
poi_a2c46b6b,cty_1ced6ede,Coffee Roastery Tour,cat_34ac5ade,food,24.449164,54.426361,45,33.08,AED,0.843,45,47,08:00,17:00,,,none,"sunrise,guided_tour,family_friendly,quiet","The inscription is the reason most people come, but the upper gallery behind it is quieter and arguably better.",0,active,2026-08-18T10:00:00+05:30
poi_7d1dd83c,cty_1ced6ede,Cycling Loop,cat_51e6a700,adventure,24.460285,54.451409,120,33.08,AED,2.662,69,77,10:00,18:00,0,,step_free,"guided_tour,unesco,photogenic,family_friendly",Busiest between ten and one. Come at opening or an hour before closing and it is a different place entirely.,0,active,2026-08-18T10:00:00+05:30
poi_0f836f1a,cty_1ced6ede,Abu Dhabi Bazaar,cat_70320c9b,shopping,24.485674,54.378584,45,33.08,AED,0.79,40,59,10:00,18:00,,winter,step_free,"unesco,quiet,guided_tour,family_friendly","Small enough to see in an hour, dense enough to reward two. Signage is uneven, so a guide helps.",0,active,2026-08-18T10:00:00+05:30
poi_2a99be47,cty_1ced6ede,Abu Dhabi Street Food Lane,cat_34ac5ade,food,24.515863,54.385697,90,15.44,AED,3.247,67,88,08:00,19:00,,winter,none,"quiet,crowded,ticketed,indoor","Small enough to see in an hour, dense enough to reward two. Signage is uneven, so a guide helps.",0,active,2026-08-18T10:00:00+05:30
poi_4fc9345d,cty_1ced6ede,North Beach,cat_db94a794,beach,24.516484,54.332044,240,52.92,AED,1.833,27,57,,18:00,0,winter,none,"guided_tour,unesco,crowded,photogenic","Restored in the 1990s with mixed results — the upper gallery is authentic, the brass door is not.",0,active,2026-08-18T10:00:00+05:30
poi_22ce875f,cty_1ced6ede,"Jazz Cellar, Abu Dhabi",cat_ae5149e1,nightlife,24.465391,54.366302,45,0.00,AED,0.199,27,41,,17:00,1,winter,partial,"sunrise,unesco,family_friendly,ticketed","Restored in the 1990s with mixed results — the inner sanctum approach is authentic, the brass door is not.",0,active,2026-08-18T10:00:00+05:30
poi_ea89965b,cty_1ced6ede,Quiet Bay,cat_db94a794,beach,24.391248,54.300349,60,8.82,AED,1.917,37,46,09:00,17:00,,winter,none,"sunset,indoor,photogenic,family_friendly","Small enough to see in an hour, dense enough to reward two. Signage is uneven, so a guide helps.",0,active,2026-08-18T10:00:00+05:30
poi_b76d6bf5,cty_6320eea9,Riverside Ghats,cat_7e99ea32,religious,25.326835,51.503908,90,32.78,QAR,0.85,24,70,08:00,17:00,0,winter,step_free,"photogenic,unesco,indoor,guided_tour","Small enough to see in an hour, dense enough to reward two. Signage is uneven, so a guide helps.",0,active,2026-08-18T10:00:00+05:30
poi_f5306b2a,cty_6320eea9,Watchtower Terrace,cat_8f5457b4,viewpoint,25.219653,51.603214,60,0.00,QAR,0.503,87,82,09:00,19:00,,winter,partial,"ticketed,outdoor,sunset,local_favourite","Built in stages between the fourteenth and eighteenth centuries, it repays a slow visit; the tile mosaic on the rear terrace is easy to miss from the main path.",0,active,2026-08-18T10:00:00+05:30
poi_c54e9c8a,cty_6320eea9,Cliff Walk,cat_87a6232b,nature,25.246135,51.475954,240,8.74,QAR,3.431,76,83,09:00,18:00,0,winter,step_free,"quiet,ticketed,outdoor,local_favourite",Busiest between ten and one. Come at opening or an hour before closing and it is a different place entirely.,1,active,2026-08-18T10:00:00+05:30
poi_47d68050,cty_6320eea9,Ridge Lookout,cat_5c6b9b9e,viewpoint,25.264858,51.537626,90,0.00,QAR,3.21,82,63,10:00,19:00,6,,none,"sunset,guided_tour,unesco,ticketed","Small enough to see in an hour, dense enough to reward two. Signage is uneven, so a guide helps.",0,active,2026-08-18T10:00:00+05:30
poi_f161b897,cty_6320eea9,Riverside Lounge,cat_3ecd28b3,nightlife,25.285612,51.583452,180,21.85,QAR,0.311,56,48,10:00,,,winter,partial,"sunrise,ticketed,family_friendly,photogenic",Busiest between ten and one. Come at opening or an hour before closing and it is a different place entirely.,0,active,2026-08-18T10:00:00+05:30
poi_53bf0d16,cty_6320eea9,Handloom Cooperative,cat_8c7f3fd2,shopping,25.275698,51.585442,120,21.85,QAR,2.794,69,78,09:00,21:00,0,,none,"ticketed,unesco,sunrise,local_favourite","Restored in the 1990s with mixed results — the inner sanctum approach is authentic, the fresco panel is not.",0,active,2026-08-18T10:00:00+05:30
poi_abe5a41e,cty_6320eea9,Cliff Walk,cat_fda74089,nature,25.289626,51.557381,75,0.00,QAR,2.252,65,66,10:00,17:00,0,winter,partial,"ticketed,unesco,photogenic,guided_tour","The lattice screen is the reason most people come, but the upper gallery behind it is quieter and arguably better.",0,active,2026-08-18T10:00:00+05:30
poi_ae2101df,cty_6320eea9,Hot Springs,cat_7073a53a,wellness,25.23994,51.508617,240,8.74,QAR,0.181,36,33,08:00,19:00,,winter,none,"crowded,local_favourite,unesco,indoor","Restored in the 1990s with mixed results — the riverside steps is authentic, the mirror work is not.",0,active,2026-08-18T10:00:00+05:30
poi_89bf902e,cty_6320eea9,Lighthouse Beach,cat_db94a794,beach,25.229463,51.465304,240,0.00,QAR,0.999,69,51,08:00,,0,winter,step_free,"crowded,sunset,indoor,ticketed","Locals treat it as a park as much as a monument, which is worth knowing before you arrive expecting silence.",0,active,2026-08-18T10:00:00+05:30
poi_8e3a62a3,cty_6320eea9,Doha Viewpoint,cat_ae5149e1,viewpoint,25.339453,51.536419,150,109.25,QAR,2.912,70,46,06:00,18:00,0,winter,none,"quiet,indoor,family_friendly,guided_tour","Built in stages between the fourteenth and eighteenth centuries, it repays a slow visit; the inscription on the inner sanctum approach is easy to miss from the main path.",0,active,2026-08-18T10:00:00+05:30
poi_6ecd8564,cty_6320eea9,Rooftop Live Music,cat_3ecd28b3,nightlife,25.288783,51.468825,45,15.30,QAR,0.971,76,74,10:00,21:00,,winter,step_free,"local_favourite,crowded,quiet,ticketed","Locals treat it as a park as much as a monument, which is worth knowing before you arrive expecting silence.",0,active,2026-08-18T10:00:00+05:30
poi_d9da6279,cty_6320eea9,Coffee Roastery Tour,cat_34ac5ade,food,25.242375,51.508099,120,21.85,QAR,0.65,48,84,,19:00,,winter,none,"sunrise,indoor,sunset,quiet","Small enough to see in an hour, dense enough to reward two. Signage is uneven, so a guide helps.",0,active,2026-08-18T10:00:00+05:30
poi_b7df1f45,cty_6320eea9,Yoga Shala,cat_829c3404,wellness,25.29161,51.491088,180,2.19,QAR,2.291,89,100,,,,winter,partial,"local_favourite,sunset,crowded,guided_tour","Small enough to see in an hour, dense enough to reward two. Signage is uneven, so a guide helps.",0,active,2026-08-18T10:00:00+05:30
poi_d108c40d,cty_6320eea9,Rock Garden,cat_8f5457b4,nature,25.326044,51.455369,90,0.00,QAR,2.59,49,64,09:00,21:00,,winter,step_free,"indoor,local_favourite,unesco,family_friendly","The mirror work is the reason most people come, but the colonnade behind it is quieter and arguably better.",0,active,2026-08-18T10:00:00+05:30
poi_2254e322,cty_6320eea9,Spice Market Walk,cat_34ac5ade,food,25.260381,51.549559,120,52.44,QAR,0.46,26,70,,19:00,,winter,partial,"quiet,crowded,unesco,sunset","Small enough to see in an hour, dense enough to reward two. Signage is uneven, so a guide helps.",0,active,2026-08-18T10:00:00+05:30
poi_d30698db,cty_905fd8a1,Museum of Coins,cat_a74a90c1,museum,1.408441,103.819543,45,12.08,SGD,3.363,44,51,06:00,18:00,,summer,partial,"quiet,photogenic,ticketed,outdoor","Built in stages between the fourteenth and eighteenth centuries, it repays a slow visit; the mirror work on the rear terrace is easy to miss from the main path.",0,active,2026-08-18T10:00:00+05:30
poi_38dfbd85,cty_905fd8a1,Watchtower Terrace,cat_a6c4c438,viewpoint,1.318529,103.798461,75,0.80,SGD,1.752,66,72,08:00,19:00,,summer,none,"outdoor,ticketed,local_favourite,unesco","Built in stages between the fourteenth and eighteenth centuries, it repays a slow visit; the step-well geometry on the inner sanctum approach is easy to miss from the main path.",0,active,2026-08-18T10:00:00+05:30
poi_995c7c81,cty_905fd8a1,Singapore Street Food Lane,cat_34ac5ade,food,1.408329,103.779094,90,8.05,SGD,2.563,100,86,08:00,21:00,,summer,step_free,"unesco,sunrise,sunset,quiet","Small enough to see in an hour, dense enough to reward two. Signage is uneven, so a guide helps.",0,active,2026-08-18T10:00:00+05:30
poi_80e3ffe4,cty_905fd8a1,Antique Lane,cat_8c7f3fd2,shopping,1.336497,103.751427,45,1.61,SGD,0.228,61,82,09:00,17:00,,,step_free,"ticketed,sunrise,unesco,family_friendly","Built in stages between the fourteenth and eighteenth centuries, it repays a slow visit; the inscription on the rear terrace is easy to miss from the main path.",0,active,2026-08-18T10:00:00+05:30
poi_354c91c9,cty_905fd8a1,Ridge Lookout,cat_a74a90c1,viewpoint,1.356364,103.748279,90,0.00,SGD,2.375,34,54,06:00,19:00,6,summer,none,"guided_tour,crowded,family_friendly,photogenic","Locals treat it as a park as much as a monument, which is worth knowing before you arrive expecting silence.",0,active,2026-08-18T10:00:00+05:30
poi_61b5cf0b,cty_905fd8a1,Riverside Lounge,cat_ae5149e1,nightlife,1.383558,103.848428,150,12.08,SGD,0.943,64,82,09:00,,,,step_free,"crowded,unesco,local_favourite,photogenic","Restored in the 1990s with mixed results — the rear terrace is authentic, the step-well geometry is not.",0,active,2026-08-18T10:00:00+05:30
poi_b110a36b,cty_905fd8a1,Yoga Shala,cat_7073a53a,wellness,1.325617,103.849363,240,19.32,SGD,3.423,54,54,,17:00,0,summer,partial,"sunrise,unesco,ticketed,photogenic","Restored in the 1990s with mixed results — the upper gallery is authentic, the brass door is not.",0,active,2026-08-18T10:00:00+05:30
poi_facb346b,cty_905fd8a1,Singapore Viewpoint,cat_b591c643,viewpoint,1.31841,103.832692,45,1.61,SGD,3.158,61,44,09:00,,,summer,step_free,"ticketed,local_favourite,crowded,photogenic","Small enough to see in an hour, dense enough to reward two. Signage is uneven, so a guide helps.",0,active,2026-08-18T10:00:00+05:30
poi_f31cfd33,cty_905fd8a1,Butterfly Reserve,cat_200acca0,wildlife,1.403784,103.874698,60,0.80,SGD,2.32,70,38,09:00,18:00,,summer,none,"ticketed,sunset,photogenic,outdoor","Built in stages between the fourteenth and eighteenth centuries, it repays a slow visit; the mirror work on the riverside steps is easy to miss from the main path.",0,active,2026-08-18T10:00:00+05:30
poi_18500e1c,cty_905fd8a1,Riverside Lounge,cat_3ecd28b3,nightlife,1.333763,103.862036,60,0.00,SGD,0.977,32,91,08:00,21:00,,summer,step_free,"sunset,photogenic,outdoor,family_friendly","Restored in the 1990s with mixed results — the riverside steps is authentic, the fresco panel is not.",0,active,2026-08-18T10:00:00+05:30
poi_055ec68f,cty_905fd8a1,Rooftop Live Music,cat_3ecd28b3,nightlife,1.40618,103.761442,240,40.25,SGD,0.565,100,88,09:00,,,summer,partial,"outdoor,photogenic,ticketed,sunset","Locals treat it as a park as much as a monument, which is worth knowing before you arrive expecting silence.",0,active,2026-08-18T10:00:00+05:30
poi_ac095ceb,cty_905fd8a1,Butterfly Reserve,cat_db384ce5,wildlife,1.313003,103.780019,60,0.00,SGD,1.256,78,75,06:00,17:00,,summer,partial,"quiet,photogenic,outdoor,ticketed","Locals treat it as a park as much as a monument, which is worth knowing before you arrive expecting silence.",0,active,2026-08-18T10:00:00+05:30
poi_a460f77a,cty_905fd8a1,Blue Pottery Workshop,cat_8c7f3fd2,shopping,1.33839,103.865821,180,0.00,SGD,1.049,63,65,09:00,18:00,,summer,partial,"family_friendly,guided_tour,photogenic,crowded","The mirror work is the reason most people come, but the inner sanctum approach behind it is quieter and arguably better.",0,active,2026-08-18T10:00:00+05:30
poi_c8753eab,cty_905fd8a1,Crocodile Park,cat_200acca0,wildlife,1.299902,103.88061,90,0.00,SGD,1.173,30,79,08:00,18:00,6,,step_free,"family_friendly,sunset,ticketed,outdoor","Built in stages between the fourteenth and eighteenth centuries, it repays a slow visit; the carved lintel on the inner sanctum approach is easy to miss from the main path.",0,active,2026-08-18T10:00:00+05:30
poi_ab7dc80e,cty_905fd8a1,Maritime Museum,cat_a74a90c1,museum,1.409126,103.885454,45,1.61,SGD,0.635,33,74,06:00,21:00,1,summer,step_free,"ticketed,unesco,sunset,outdoor","Restored in the 1990s with mixed results — the riverside steps is authentic, the carved lintel is not.",0,active,2026-08-18T10:00:00+05:30
poi_33fc148a,cty_a5f16904,Bangkok Bird Sanctuary,cat_db384ce5,wildlife,13.824412,100.522599,180,0.00,THB,1.849,70,70,10:00,19:00,,winter,step_free,"local_favourite,unesco,indoor,family_friendly","Built in stages between the fourteenth and eighteenth centuries, it repays a slow visit; the tile mosaic on the colonnade is easy to miss from the main path.",0,active,2026-08-18T10:00:00+05:30
poi_21a012fe,cty_a5f16904,"Gallery of Modern Art, Bangkok",cat_a6c4c438,museum,13.729358,100.516322,75,0.00,THB,1.195,39,76,09:00,17:00,6,winter,none,"sunset,sunrise,crowded,ticketed","The mirror work is the reason most people come, but the upper gallery behind it is quieter and arguably better.",0,active,2026-08-18T10:00:00+05:30
poi_64085486,cty_a5f16904,Hot Springs,cat_7073a53a,wellness,13.761161,100.57047,150,0.00,THB,2.669,89,53,08:00,,,,step_free,"outdoor,guided_tour,indoor,crowded","Built in stages between the fourteenth and eighteenth centuries, it repays a slow visit; the step-well geometry on the rear terrace is easy to miss from the main path.",0,active,2026-08-18T10:00:00+05:30
poi_d0d48d2e,cty_a5f16904,Rock Garden,cat_e8ba72de,nature,13.70875,100.43576,90,84.20,THB,0.844,64,49,10:00,21:00,,,none,"local_favourite,quiet,crowded,guided_tour","Small enough to see in an hour, dense enough to reward two. Signage is uneven, so a guide helps.",0,active,2026-08-18T10:00:00+05:30
poi_90b70970,cty_a5f16904,Watchtower Terrace,cat_648738e2,viewpoint,13.748523,100.5415,150,0.00,THB,2.983,38,79,10:00,21:00,,winter,partial,"ticketed,quiet,family_friendly,sunset","Small enough to see in an hour, dense enough to reward two. Signage is uneven, so a guide helps.",0,active,2026-08-18T10:00:00+05:30
poi_c9bd1fcd,cty_a5f16904,Rock Garden,cat_8f5457b4,nature,13.810187,100.520207,75,1052.50,THB,2.027,32,80,06:00,21:00,,winter,step_free,"local_favourite,outdoor,photogenic,sunrise","Built in stages between the fourteenth and eighteenth centuries, it repays a slow visit; the fresco panel on the riverside steps is easy to miss from the main path.",0,active,2026-08-18T10:00:00+05:30
poi_adef3914,cty_a5f16904,Bangkok City Museum,cat_648738e2,museum,13.708857,100.449055,180,0.00,THB,1.066,76,48,08:00,19:00,,winter,none,"crowded,unesco,photogenic,guided_tour","Small enough to see in an hour, dense enough to reward two. Signage is uneven, so a guide helps.",0,active,2026-08-18T10:00:00+05:30
poi_c3cf2431,cty_a5f16904,Royal Cenotaphs,cat_c03ee00a,heritage,13.734752,100.514881,90,1052.50,THB,3.377,77,48,08:00,19:00,,winter,step_free,"local_favourite,sunset,indoor,guided_tour","The lattice screen is the reason most people come, but the rear terrace behind it is quieter and arguably better.",0,active,2026-08-18T10:00:00+05:30
poi_2100d6d3,cty_a5f16904,Water Palace,cat_fce0bd94,heritage,13.774678,100.487466,75,21.05,THB,2.918,30,79,09:00,19:00,0,,none,"sunset,guided_tour,family_friendly,outdoor",Busiest between ten and one. Come at opening or an hour before closing and it is a different place entirely.,0,active,2026-08-18T10:00:00+05:30
poi_c5ec38ec,cty_a5f16904,"Gallery of Modern Art, Bangkok",cat_648738e2,museum,13.775916,100.521357,75,0.00,THB,0.599,53,62,,17:00,,winter,partial,"guided_tour,quiet,ticketed,outdoor","Locals treat it as a park as much as a monument, which is worth knowing before you arrive expecting silence.",0,active,2026-08-18T10:00:00+05:30
poi_9a25581d,cty_a5f16904,Bangkok Bird Sanctuary,cat_200acca0,wildlife,13.802667,100.55257,120,315.75,THB,0.832,57,49,06:00,21:00,,winter,none,"guided_tour,sunrise,unesco,local_favourite","Small enough to see in an hour, dense enough to reward two. Signage is uneven, so a guide helps.",0,active,2026-08-18T10:00:00+05:30
poi_fb892134,cty_a5f16904,Cycling Loop,cat_51e6a700,adventure,13.707839,100.541117,60,0.00,THB,2.451,43,60,09:00,19:00,1,,partial,"family_friendly,local_favourite,ticketed,guided_tour",Busiest between ten and one. Come at opening or an hour before closing and it is a different place entirely.,1,active,2026-08-18T10:00:00+05:30
poi_91f66035,cty_a5f16904,Hot Springs,cat_829c3404,wellness,13.827469,100.475614,45,0.00,THB,2.281,79,38,09:00,21:00,0,winter,step_free,"outdoor,sunrise,sunset,quiet",Busiest between ten and one. Come at opening or an hour before closing and it is a different place entirely.,0,active,2026-08-18T10:00:00+05:30
poi_aeffb89e,cty_a5f16904,Ayurveda Centre,cat_7073a53a,wellness,13.778437,100.557573,120,0.00,THB,0.847,47,95,09:00,21:00,,winter,step_free,"ticketed,family_friendly,indoor,outdoor","Small enough to see in an hour, dense enough to reward two. Signage is uneven, so a guide helps.",0,active,2026-08-18T10:00:00+05:30
poi_670d2abe,cty_a5f16904,Ayurveda Centre,cat_7073a53a,wellness,13.759025,100.464999,45,1052.50,THB,2.335,55,67,,17:00,,winter,partial,"sunset,ticketed,photogenic,crowded","Restored in the 1990s with mixed results — the colonnade is authentic, the fresco panel is not.",0,active,2026-08-18T10:00:00+05:30
poi_23cb8612,cty_c9f34ba7,Fishermen's Cove,cat_db94a794,beach,3.155098,101.655648,75,0.00,MYR,3.496,45,86,09:00,17:00,1,,step_free,"sunset,outdoor,guided_tour,unesco","Restored in the 1990s with mixed results — the colonnade is authentic, the mirror work is not.",0,active,2026-08-18T10:00:00+05:30
poi_042b48b8,cty_c9f34ba7,Zipline Point,cat_5c6b9b9e,adventure,3.168093,101.666232,75,0.00,MYR,0.442,4,67,,21:00,1,summer,partial,"indoor,crowded,ticketed,unesco","The lattice screen is the reason most people come, but the upper gallery behind it is quieter and arguably better.",0,active,2026-08-18T10:00:00+05:30
poi_ee320088,cty_c9f34ba7,Cycling Loop,cat_12271927,adventure,3.148094,101.729661,120,2.69,MYR,0.433,41,47,06:00,,0,summer,step_free,"outdoor,family_friendly,unesco,sunrise","Restored in the 1990s with mixed results — the colonnade is authentic, the brass door is not.",0,active,2026-08-18T10:00:00+05:30
poi_b68d9ac4,cty_c9f34ba7,North Beach,cat_db94a794,beach,3.184798,101.626461,180,18.79,MYR,1.726,65,74,08:00,18:00,,,partial,"ticketed,sunset,indoor,guided_tour","The tile mosaic is the reason most people come, but the upper gallery behind it is quieter and arguably better.",0,active,2026-08-18T10:00:00+05:30
poi_a0cb84df,cty_c9f34ba7,Watchtower Terrace,cat_a6c4c438,viewpoint,3.173227,101.745901,240,0.00,MYR,0.188,54,70,08:00,17:00,0,summer,none,"indoor,quiet,guided_tour,family_friendly","Built in stages between the fourteenth and eighteenth centuries, it repays a slow visit; the step-well geometry on the colonnade is easy to miss from the main path.",0,active,2026-08-18T10:00:00+05:30
poi_277d6ca8,cty_c9f34ba7,Kuala Lumpur Bazaar,cat_70320c9b,shopping,3.074718,101.713638,75,0.00,MYR,2.538,49,67,09:00,19:00,,summer,partial,"indoor,ticketed,unesco,sunset","Small enough to see in an hour, dense enough to reward two. Signage is uneven, so a guide helps.",0,active,2026-08-18T10:00:00+05:30
poi_ac776f7b,cty_c9f34ba7,Cycling Loop,cat_51e6a700,adventure,3.119343,101.631797,60,26.85,MYR,0.916,67,53,08:00,18:00,,summer,partial,"quiet,crowded,local_favourite,outdoor","Small enough to see in an hour, dense enough to reward two. Signage is uneven, so a guide helps.",0,active,2026-08-18T10:00:00+05:30
poi_448dd95a,cty_c9f34ba7,Hot Air Balloon Field,cat_51e6a700,adventure,3.158058,101.677176,180,40.28,MYR,0.919,83,65,09:00,17:00,,summer,none,"quiet,indoor,ticketed,sunrise","Locals treat it as a park as much as a monument, which is worth knowing before you arrive expecting silence.",0,active,2026-08-18T10:00:00+05:30
